year;areakm;municipality;geocode_ibge;state
2017;0,35007211900598834;Santa Luzia do Para;1506559;Para
2018;0,1823872208661133;Santa Luzia do Para;1506559;Para
2019;0,19643846046505709;Santa Luzia do Para;1506559;Para
2020;0,552168399106667;Santa Luzia do Para;1506559;Para
2021;0;Santa Luzia do Para;1506559;Para
2022;0,00439848220229081;Santa Luzia do Para;1506559;Para
2023;1,0179433468019594;Santa Luzia do Para;1506559;Para
2024;0;Santa Luzia do Para;1506559;Para
2007;5633,537071808875;Santa Maria das Barreiras;1506583;Para
2008;104,46694378967277;Santa Maria das Barreiras;1506583;Para
2009;24,33811882281605;Santa Maria das Barreiras;1506583;Para
2010;46,723827000017394;Santa Maria das Barreiras;1506583;Para
2011;32,935044108970104;Santa Maria das Barreiras;1506583;Para
2012;19,232279439790695;Santa Maria das Barreiras;1506583;Para
2013;20,854716052626866;Santa Maria das Barreiras;1506583;Para
2014;19,672401384855455;Santa Maria das Barreiras;1506583;Para
2015;13,148589275358665;Santa Maria das Barreiras;1506583;Para
2016;18,50374889096921;Santa Maria das Barreiras;1506583;Para
2017;16,736821034171328;Santa Maria das Barreiras;1506583;Para
2018;16,95363802477512;Santa Maria das Barreiras;1506583;Para
2019;28,5962752943015;Santa Maria das Barreiras;1506583;Para
2020;32,712661207805;Santa Maria das Barreiras;1506583;Para
2021;12,35437048722227;Santa Maria das Barreiras;1506583;Para
2022;16,32514282443749;Santa Maria das Barreiras;1506583;Para
2023;13,78360922344727;Santa Maria das Barreiras;1506583;Para
2024;15,20422184881309;Santa Maria das Barreiras;1506583;Para
2007;414,00947569927814;Santa Maria do Para;1506609;Para
2008;0,9497079336154524;Santa Maria do Para;1506609;Para
2009;0,2118603500216033;Santa Maria do Para;1506609;Para
2010;0,27770588185143313;Santa Maria do Para;1506609;Para
2011;0;Santa Maria do Para;1506609;Para
2012;0,21257420884664546;Santa Maria do Para;1506609;Para
2013;0,9401026325033011;Santa Maria do Para;1506609;Para
2014;0,08993333278277896;Santa Maria do Para;1506609;Para
2015;0,09148811896855365;Santa Maria do Para;1506609;Para
2016;0,25046138322231276;Santa Maria do Para;1506609;Para
2017;0,07744840996547678;Santa Maria do Para;1506609;Para
2018;0,13688945848233802;Santa Maria do Para;1506609;Para
2019;0;Santa Maria do Para;1506609;Para
2020;0,10002328858446943;Santa Maria do Para;1506609;Para
2021;0;Santa Maria do Para;1506609;Para
2022;0;Santa Maria do Para;1506609;Para
2023;0,23213117909416975;Santa Maria do Para;1506609;Para
2024;0,14879613454043078;Santa Maria do Para;1506609;Para
2007;6829,658344024359;Santana do Araguaia;1506708;Para
2008;186,61815012177524;Santana do Araguaia;1506708;Para
2009;26,545598840323493;Santana do Araguaia;1506708;Para
2010;39,312437057832575;Santana do Araguaia;1506708;Para
2011;33,12180008455875;Santana do Araguaia;1506708;Para
2012;22,95289492206885;Santana do Araguaia;1506708;Para
2013;39,026106800119365;Santana do Araguaia;1506708;Para
2014;23,74989239167639;Santana do Araguaia;1506708;Para
2015;16,563100249536514;Santana do Araguaia;1506708;Para
2016;19,908536611044834;Santana do Araguaia;1506708;Para
2017;14,032255854067207;Santana do Araguaia;1506708;Para
2018;12,247513933074082;Santana do Araguaia;1506708;Para
2019;23,16728246725679;Santana do Araguaia;1506708;Para
2020;51,62262353612431;Santana do Araguaia;1506708;Para
2021;26,271375761944718;Santana do Araguaia;1506708;Para
2022;17,230009400085816;Santana do Araguaia;1506708;Para
2023;7,939516856286586;Santana do Araguaia;1506708;Para
2024;9,66300591863655;Santana do Araguaia;1506708;Para
2007;2938,8503646761733;Santarem;1506807;Para
2008;30,858211875576544;Santarem;1506807;Para
2009;18,112102387723027;Santarem;1506807;Para
2010;19,03285122138344;Santarem;1506807;Para
2011;10,94836535299191;Santarem;1506807;Para
2012;7,039647574956291;Santarem;1506807;Para
2013;6,054416384563138;Santarem;1506807;Para
2014;11,206558786027234;Santarem;1506807;Para
2015;22,174782498010437;Santarem;1506807;Para
2016;6,866805573014171;Santarem;1506807;Para
2017;20,67869355671586;Santarem;1506807;Para
2018;12,874095480597775;Santarem;1506807;Para
2019;19,42819888705453;Santarem;1506807;Para
2020;15,555964449816427;Santarem;1506807;Para
2021;17,717577970069808;Santarem;1506807;Para
2022;54,463811831873755;Santarem;1506807;Para
2023;50,464728133001714;Santarem;1506807;Para
2024;57,165996917053825;Santarem;1506807;Para
2007;147,09045752778516;Santarem Novo;1506906;Para
2008;3,0702960717215237;Santarem Novo;1506906;Para
2009;0,20914865166781604;Santarem Novo;1506906;Para
2010;0,23444913009073795;Santarem Novo;1506906;Para
2011;0,1779588361073694;Santarem Novo;1506906;Para
2012;0;Santarem Novo;1506906;Para
2013;0,08015301298571852;Santarem Novo;1506906;Para
2014;0,0819336223971699;Santarem Novo;1506906;Para
2015;0;Santarem Novo;1506906;Para
2016;0,14380643482173572;Santarem Novo;1506906;Para
2017;0,2793546834282973;Santarem Novo;1506906;Para
2018;0,21175834896305684;Santarem Novo;1506906;Para
2019;0,2290004417087348;Santarem Novo;1506906;Para
2020;0,06578508170046266;Santarem Novo;1506906;Para
2021;0,08774807494755986;Santarem Novo;1506906;Para
2022;0,1424166586873943;Santarem Novo;1506906;Para
2023;0,13461977090344757;Santarem Novo;1506906;Para
2024;0,2894129467156964;Santarem Novo;1506906;Para
2007;325,95144492303837;Santo Antonio do Taua;1507003;Para
2008;1,9733013301524025;Santo Antonio do Taua;1507003;Para
2009;0,11299361887117373;Santo Antonio do Taua;1507003;Para
2010;0,10199165872393337;Santo Antonio do Taua;1507003;Para
2011;0,31442551772496824;Santo Antonio do Taua;1507003;Para
2012;0;Santo Antonio do Taua;1507003;Para
2013;0,4597095688128553;Santo Antonio do Taua;1507003;Para
2014;0,0783676013275739;Santo Antonio do Taua;1507003;Para
2015;0,22263593241224;Santo Antonio do Taua;1507003;Para
2016;0;Santo Antonio do Taua;1507003;Para
2017;0,24700515858072022;Santo Antonio do Taua;1507003;Para
2018;0;Santo Antonio do Taua;1507003;Para
2019;0;Santo Antonio do Taua;1507003;Para
2020;0,3866768993670818;Santo Antonio do Taua;1507003;Para
2021;0,47057987876596896;Santo Antonio do Taua;1507003;Para
2022;0;Santo Antonio do Taua;1507003;Para
2023;0,12066113495726899;Santo Antonio do Taua;1507003;Para
2024;0,2205329734817572;Santo Antonio do Taua;1507003;Para
2007;229,52564442034563;Sao Caetano de Odivelas;1507102;Para
2008;3,666530031952287;Sao Caetano de Odivelas;1507102;Para
2009;0,3373228881926329;Sao Caetano de Odivelas;1507102;Para
2010;0,37942287861429447;Sao Caetano de Odivelas;1507102;Para
2011;0,39624863426954454;Sao Caetano de Odivelas;1507102;Para
2012;0;Sao Caetano de Odivelas;1507102;Para
2013;0,4791343813638721;Sao Caetano de Odivelas;1507102;Para
2014;0;Sao Caetano de Odivelas;1507102;Para
2015;0,2300951383988831;Sao Caetano de Odivelas;1507102;Para
2016;1,314465007240342;Sao Caetano de Odivelas;1507102;Para
2017;0,32572974036647184;Sao Caetano de Odivelas;1507102;Para
2018;0,3329254182013498;Sao Caetano de Odivelas;1507102;Para
2019;0,1847633133602194;Sao Caetano de Odivelas;1507102;Para
2020;0,9001228548882512;Sao Caetano de Odivelas;1507102;Para
2021;0,3782680685359488;Sao Caetano de Odivelas;1507102;Para
2022;0,17581738966003566;Sao Caetano de Odivelas;1507102;Para
2023;0,7718601543235802;Sao Caetano de Odivelas;1507102;Para
2024;1,2733099748004213;Sao Caetano de Odivelas;1507102;Para
2007;1263,816252239442;Sao Domingos do Araguaia;1507151;Para
2008;9,658587492271137;Sao Domingos do Araguaia;1507151;Para
2009;9,902168522807006;Sao Domingos do Araguaia;1507151;Para
2010;5,439150879225771;Sao Domingos do Araguaia;1507151;Para
2011;1,930393375205749;Sao Domingos do Araguaia;1507151;Para
2012;0,8689167310812014;Sao Domingos do Araguaia;1507151;Para
2013;2,353536160875408;Sao Domingos do Araguaia;1507151;Para
2014;2,4468228226179547;Sao Domingos do Araguaia;1507151;Para
2015;0,8873120286421766;Sao Domingos do Araguaia;1507151;Para
2016;2,5789303954612373;Sao Domingos do Araguaia;1507151;Para
2017;1,5546197367754213;Sao Domingos do Araguaia;1507151;Para
2018;1,0169210471185115;Sao Domingos do Araguaia;1507151;Para
2019;1,4821481954483178;Sao Domingos do Araguaia;1507151;Para
2020;1,5697667775672803;Sao Domingos do Araguaia;1507151;Para
2021;1,5049898003486033;Sao Domingos do Araguaia;1507151;Para
2022;1,423660361973805;Sao Domingos do Araguaia;1507151;Para
2023;1,3548008309006323;Sao Domingos do Araguaia;1507151;Para
2024;0,631439638505269;Sao Domingos do Araguaia;1507151;Para
2007;1321,933097516729;Sao Domingos do Capim;1507201;Para
2008;11,960280047957163;Sao Domingos do Capim;1507201;Para
2009;1,51504069440665;Sao Domingos do Capim;1507201;Para
2010;1,0707654166956226;Sao Domingos do Capim;1507201;Para
2011;3,0017849915109087;Sao Domingos do Capim;1507201;Para
2012;0,8767612601938993;Sao Domingos do Capim;1507201;Para
2013;1,9622965571305442;Sao Domingos do Capim;1507201;Para
2014;0,9391767061482885;Sao Domingos do Capim;1507201;Para
2015;1,774911358983955;Sao Domingos do Capim;1507201;Para
2016;2,7072157257052987;Sao Domingos do Capim;1507201;Para
2017;11,43519545480981;Sao Domingos do Capim;1507201;Para
2018;0,9119603961360057;Sao Domingos do Capim;1507201;Para
2019;0,46949396209201544;Sao Domingos do Capim;1507201;Para
2020;2,139077068148325;Sao Domingos do Capim;1507201;Para
2021;1,1899957282625426;Sao Domingos do Capim;1507201;Para
2022;0,8270798519998384;Sao Domingos do Capim;1507201;Para
2023;1,7990764001348776;Sao Domingos do Capim;1507201;Para
2024;1,2320872437513708;Sao Domingos do Capim;1507201;Para
2007;15605,194865483534;Sao Felix do Xingu;1507300;Para
2008;758,8403653973002;Sao Felix do Xingu;1507300;Para
2009;439,6990590975837;Sao Felix do Xingu;1507300;Para
2010;349,57484551257033;Sao Felix do Xingu;1507300;Para
2011;139,39102280182252;Sao Felix do Xingu;1507300;Para
2012;167,67119784066287;Sao Felix do Xingu;1507300;Para
2013;221,32101377343554;Sao Felix do Xingu;1507300;Para
2014;152,78888101307788;Sao Felix do Xingu;1507300;Para
2015;199,40217527241515;Sao Felix do Xingu;1507300;Para
2016;314,94859785057383;Sao Felix do Xingu;1507300;Para
2017;236,6514073105015;Sao Felix do Xingu;1507300;Para
2018;277,13641549198405;Sao Felix do Xingu;1507300;Para
2019;544,9413827732933;Sao Felix do Xingu;1507300;Para
2020;608,8431833448917;Sao Felix do Xingu;1507300;Para
2021;576,9612510600888;Sao Felix do Xingu;1507300;Para
2022;534,5203349175251;Sao Felix do Xingu;1507300;Para
2023;314,1950101911677;Sao Felix do Xingu;1507300;Para
2024;100,33326154152041;Sao Felix do Xingu;1507300;Para
2007;412,51760357823224;Sao Francisco do Para;1507409;Para
2008;2,6248621607772984;Sao Francisco do Para;1507409;Para
2009;0,10055739680649883;Sao Francisco do Para;1507409;Para
2010;0,8398293613667512;Sao Francisco do Para;1507409;Para
2011;0,16746289152678387;Sao Francisco do Para;1507409;Para
2012;0,2448627552669878;Sao Francisco do Para;1507409;Para
2013;0,45860658614759897;Sao Francisco do Para;1507409;Para
2014;0,08370338109285602;Sao Francisco do Para;1507409;Para
2015;0,0775658587652458;Sao Francisco do Para;1507409;Para
2016;0,3109862126888118;Sao Francisco do Para;1507409;Para
2017;0,24237531562356682;Sao Francisco do Para;1507409;Para
2018;0,06909410150737683;Sao Francisco do Para;1507409;Para
2019;0;Sao Francisco do Para;1507409;Para
2020;0,20891199580870867;Sao Francisco do Para;1507409;Para
2021;0,2358044070157621;Sao Francisco do Para;1507409;Para
2022;0,22346806776779032;Sao Francisco do Para;1507409;Para
2023;0,12447770466807885;Sao Francisco do Para;1507409;Para
2024;0,24869677837095466;Sao Francisco do Para;1507409;Para
2007;2470,803285385602;Sao Geraldo do Araguaia;1507458;Para
2008;7,755555883841812;Sao Geraldo do Araguaia;1507458;Para
2009;3,482093596679839;Sao Geraldo do Araguaia;1507458;Para
2010;3,536093668577307;Sao Geraldo do Araguaia;1507458;Para
2011;0,9547163212418144;Sao Geraldo do Araguaia;1507458;Para
2012;0,38034857253310134;Sao Geraldo do Araguaia;1507458;Para
2013;2,190869293915046;Sao Geraldo do Araguaia;1507458;Para
2014;1,4736437672802745;Sao Geraldo do Araguaia;1507458;Para
2015;0,6696962264396167;Sao Geraldo do Araguaia;1507458;Para
2016;3,061244931465928;Sao Geraldo do Araguaia;1507458;Para
2017;1,8920583578679844;Sao Geraldo do Araguaia;1507458;Para
2018;0,9904722242129064;Sao Geraldo do Araguaia;1507458;Para
2019;1,4808200871452013;Sao Geraldo do Araguaia;1507458;Para
2020;1,2606346238705546;Sao Geraldo do Araguaia;1507458;Para
2021;1,4740304222070955;Sao Geraldo do Araguaia;1507458;Para
2022;0,5520944513131788;Sao Geraldo do Araguaia;1507458;Para
2023;0,35527566760222273;Sao Geraldo do Araguaia;1507458;Para
2024;0,20252801863525316;Sao Geraldo do Araguaia;1507458;Para
2007;100,57616440645745;Sao Joao da Ponta;1507466;Para
2008;3,7603795773109647;Sao Joao da Ponta;1507466;Para
2009;0,30190150293335566;Sao Joao da Ponta;1507466;Para
2010;2,310592902754017;Sao Joao da Ponta;1507466;Para
2011;0,7264109597122559;Sao Joao da Ponta;1507466;Para
2012;0,07209767960396238;Sao Joao da Ponta;1507466;Para
2013;0,665064930478035;Sao Joao da Ponta;1507466;Para
2014;0,12735698224555964;Sao Joao da Ponta;1507466;Para
2015;0,5802517947530281;Sao Joao da Ponta;1507466;Para
2016;0,3721113628687976;Sao Joao da Ponta;1507466;Para
2017;0,7872305188144965;Sao Joao da Ponta;1507466;Para
2018;0,6216733557046368;Sao Joao da Ponta;1507466;Para
2019;0,4508138685166637;Sao Joao da Ponta;1507466;Para
2020;0,6517322250238979;Sao Joao da Ponta;1507466;Para
2021;0,3959156823558511;Sao Joao da Ponta;1507466;Para
2022;0,4007634201338552;Sao Joao da Ponta;1507466;Para
2023;0,3077862205578391;Sao Joao da Ponta;1507466;Para
2024;0,5547470355861469;Sao Joao da Ponta;1507466;Para
2007;192,78143685907676;Sao Joao de Pirabas;1507474;Para
2008;4,546228679477129;Sao Joao de Pirabas;1507474;Para
2009;1,9565956075898545;Sao Joao de Pirabas;1507474;Para
2010;1,3407917137280247;Sao Joao de Pirabas;1507474;Para
2011;1,131838849428851;Sao Joao de Pirabas;1507474;Para
2012;1,0038203056768762;Sao Joao de Pirabas;1507474;Para
2013;1,2575540565576102;Sao Joao de Pirabas;1507474;Para
2014;1,804558556980674;Sao Joao de Pirabas;1507474;Para
2015;3,234148072131761;Sao Joao de Pirabas;1507474;Para
2016;1,0765988851467538;Sao Joao de Pirabas;1507474;Para
2017;0,6939397989815675;Sao Joao de Pirabas;1507474;Para
2018;0,8938914302588103;Sao Joao de Pirabas;1507474;Para
2019;1,9360334976977018;Sao Joao de Pirabas;1507474;Para
2020;0,5664350739961088;Sao Joao de Pirabas;1507474;Para
2021;1,9160691341971292;Sao Joao de Pirabas;1507474;Para
2022;0,9567867174888434;Sao Joao de Pirabas;1507474;Para
2023;0,7876236753109053;Sao Joao de Pirabas;1507474;Para
2024;1,2576881561674578;Sao Joao de Pirabas;1507474;Para
2007;854,2942387813765;Sao Joao do Araguaia;1507508;Para
2008;34,661897982257074;Sao Joao do Araguaia;1507508;Para
2009;15,374950170605853;Sao Joao do Araguaia;1507508;Para
2010;4,85774843226623;Sao Joao do Araguaia;1507508;Para
2011;3,073816946329751;Sao Joao do Araguaia;1507508;Para
2012;2,079207284335961;Sao Joao do Araguaia;1507508;Para
2013;3,3733058253423525;Sao Joao do Araguaia;1507508;Para
2014;4,519668631864188;Sao Joao do Araguaia;1507508;Para
2015;4,933437261142252;Sao Joao do Araguaia;1507508;Para
2016;6,6039451393895;Sao Joao do Araguaia;1507508;Para
2017;4,822365400696795;Sao Joao do Araguaia;1507508;Para
2018;3,9498182075860915;Sao Joao do Araguaia;1507508;Para
2019;5,266375215675679;Sao Joao do Araguaia;1507508;Para
2020;4,772330874687256;Sao Joao do Araguaia;1507508;Para
2021;5,3752458239891645;Sao Joao do Araguaia;1507508;Para
2022;4,806150795894546;Sao Joao do Araguaia;1507508;Para
2023;3,2601432040809466;Sao Joao do Araguaia;1507508;Para
2024;2,157918379397213;Sao Joao do Araguaia;1507508;Para
2007;865,6114097798323;Sao Miguel do Guama;1507607;Para
2008;7,789224986691893;Sao Miguel do Guama;1507607;Para
2009;0,6555595866105862;Sao Miguel do Guama;1507607;Para
2010;0,08081313476501754;Sao Miguel do Guama;1507607;Para
2011;1,344461837302748;Sao Miguel do Guama;1507607;Para
2012;1,2442870016206578;Sao Miguel do Guama;1507607;Para
2013;0,818479944189584;Sao Miguel do Guama;1507607;Para
2014;0,2154795772943773;Sao Miguel do Guama;1507607;Para
2015;1,525103448884568;Sao Miguel do Guama;1507607;Para
2016;1,2097686965246561;Sao Miguel do Guama;1507607;Para
2017;1,6746946616845984;Sao Miguel do Guama;1507607;Para
2018;0,6651878358830474;Sao Miguel do Guama;1507607;Para
2019;0,21045293316950603;Sao Miguel do Guama;1507607;Para
2020;0,6570978103069047;Sao Miguel do Guama;1507607;Para
2021;0,8411977650932154;Sao Miguel do Guama;1507607;Para
2022;0,39301869720320043;Sao Miguel do Guama;1507607;Para
2023;0,10020036693010514;Sao Miguel do Guama;1507607;Para
2024;0,9590985143789009;Sao Miguel do Guama;1507607;Para
2007;124,20007078022745;Sao Sebastiao da Boa Vista;1507706;Para
2008;0;Sao Sebastiao da Boa Vista;1507706;Para
2009;0,4644177239186772;Sao Sebastiao da Boa Vista;1507706;Para
2010;2,099645348655553;Sao Sebastiao da Boa Vista;1507706;Para
2011;0;Sao Sebastiao da Boa Vista;1507706;Para
2012;0,07878948147312928;Sao Sebastiao da Boa Vista;1507706;Para
2013;0,25821203268587334;Sao Sebastiao da Boa Vista;1507706;Para
2014;0;Sao Sebastiao da Boa Vista;1507706;Para
2015;0;Sao Sebastiao da Boa Vista;1507706;Para
2016;0,1360072602666911;Sao Sebastiao da Boa Vista;1507706;Para
2017;0,06995236424740128;Sao Sebastiao da Boa Vista;1507706;Para
2018;0;Sao Sebastiao da Boa Vista;1507706;Para
2019;0,09139526830576473;Sao Sebastiao da Boa Vista;1507706;Para
2020;0,41297977153830234;Sao Sebastiao da Boa Vista;1507706;Para
2021;0,2728362401283159;Sao Sebastiao da Boa Vista;1507706;Para
2022;0;Sao Sebastiao da Boa Vista;1507706;Para
2023;0;Sao Sebastiao da Boa Vista;1507706;Para
2024;0,07609061531503265;Sao Sebastiao da Boa Vista;1507706;Para
2007;1148,6004603894557;Sapucaia;1507755;Para
2008;0,3997501629527386;Sapucaia;1507755;Para
2009;0;Sapucaia;1507755;Para
2010;0,1012988512023118;Sapucaia;1507755;Para
2011;0;Sapucaia;1507755;Para
2012;0;Sapucaia;1507755;Para
2013;0;Sapucaia;1507755;Para
2014;0;Sapucaia;1507755;Para
2015;0,8600720657035901;Sapucaia;1507755;Para
2016;1,0284950483354147;Sapucaia;1507755;Para
2017;3,838960067323492;Sapucaia;1507755;Para
2018;2,1949075010646646;Sapucaia;1507755;Para
2019;4,4097022753344;Sapucaia;1507755;Para
2020;3,7817664276340057;Sapucaia;1507755;Para
2021;1,4896944308382458;Sapucaia;1507755;Para
2022;1,8330979866151276;Sapucaia;1507755;Para
2023;0,4416968738771272;Sapucaia;1507755;Para
2024;0,4302932133375874;Sapucaia;1507755;Para
2007;666,0097035355752;Senador Jose Porfirio;1507805;Para
2008;14,797197059158169;Senador Jose Porfirio;1507805;Para
2009;3,6666602184622303;Senador Jose Porfirio;1507805;Para
2010;28,305200518351427;Senador Jose Porfirio;1507805;Para
2011;100,4734216435482;Senador Jose Porfirio;1507805;Para
2012;19,162113592447582;Senador Jose Porfirio;1507805;Para
2013;14,54757469521852;Senador Jose Porfirio;1507805;Para
2014;28,236632943385686;Senador Jose Porfirio;1507805;Para
2015;58,62044550021502;Senador Jose Porfirio;1507805;Para
2016;68,16683390500576;Senador Jose Porfirio;1507805;Para
2017;98,74814598132953;Senador Jose Porfirio;1507805;Para
2018;49,45861094009922;Senador Jose Porfirio;1507805;Para
2019;328,15883312314844;Senador Jose Porfirio;1507805;Para
2020;147,60639955418648;Senador Jose Porfirio;1507805;Para
2021;112,2943596622164;Senador Jose Porfirio;1507805;Para
2022;122,01299004696116;Senador Jose Porfirio;1507805;Para
2023;72,6600121308034;Senador Jose Porfirio;1507805;Para
2024;46,49203309969735;Senador Jose Porfirio;1507805;Para
2007;33,02141715171609;Soure;1507904;Para
2008;0;Soure;1507904;Para
2009;0,21014668898116035;Soure;1507904;Para
2010;0,8068833915385097;Soure;1507904;Para
2011;0;Soure;1507904;Para
2012;0;Soure;1507904;Para
2013;0;Soure;1507904;Para
2014;0;Soure;1507904;Para
2015;0,3142393510349543;Soure;1507904;Para
2016;0;Soure;1507904;Para
2017;0,5286501693084262;Soure;1507904;Para
2018;0,09135261908560437;Soure;1507904;Para
2019;0;Soure;1507904;Para
2020;0;Soure;1507904;Para
2021;0;Soure;1507904;Para
2022;0;Soure;1507904;Para
2023;0;Soure;1507904;Para
2024;0;Soure;1507904;Para
2007;2021,4332990318258;Tailandia;1507953;Para
2008;71,89482601101648;Tailandia;1507953;Para
2009;16,1901754653516;Tailandia;1507953;Para
2010;48,57769835450067;Tailandia;1507953;Para
2011;19,035434008102538;Tailandia;1507953;Para
2012;8,983965726391235;Tailandia;1507953;Para
2013;33,273152253683584;Tailandia;1507953;Para
2014;9,889577149976498;Tailandia;1507953;Para
2015;6,702853172903008;Tailandia;1507953;Para
2016;13,706467067812644;Tailandia;1507953;Para
2017;13,772546032741374;Tailandia;1507953;Para
2018;13,625316207091918;Tailandia;1507953;Para
2019;19,96679563222914;Tailandia;1507953;Para
2020;37,481526025488336;Tailandia;1507953;Para
2021;39,4496731890063;Tailandia;1507953;Para
2022;24,678176819972037;Tailandia;1507953;Para
2023;35,630324013431995;Tailandia;1507953;Para
2024;65,12649310998871;Tailandia;1507953;Para
2007;167,2740955125872;Terra Alta;1507961;Para
2008;1,3050480571376177;Terra Alta;1507961;Para
2009;0,09975479383865424;Terra Alta;1507961;Para
2010;0,40506612991394486;Terra Alta;1507961;Para
2011;0,15839933732336292;Terra Alta;1507961;Para
2012;0,4229402602755204;Terra Alta;1507961;Para
2013;0,14804417089096386;Terra Alta;1507961;Para
2014;0,19236082654470643;Terra Alta;1507961;Para
2015;0;Terra Alta;1507961;Para
2016;0,3350148521119383;Terra Alta;1507961;Para
2017;0;Terra Alta;1507961;Para
2018;0,31946064610219005;Terra Alta;1507961;Para
2019;0,17324822218519237;Terra Alta;1507961;Para
2020;0,20962494062604214;Terra Alta;1507961;Para
2021;0,13077933262682168;Terra Alta;1507961;Para
2022;0,09979969419134699;Terra Alta;1507961;Para
2023;0,26471694551581243;Terra Alta;1507961;Para
2024;0,33687798288738;Terra Alta;1507961;Para
2007;328,05538798376483;Terra Santa;1507979;Para
2008;5,643963088065492;Terra Santa;1507979;Para
2009;4,057797499849465;Terra Santa;1507979;Para
2010;4,242913923723591;Terra Santa;1507979;Para
2011;1,3944545091022909;Terra Santa;1507979;Para
2012;0,6448021720074442;Terra Santa;1507979;Para
2013;2,982561649496164;Terra Santa;1507979;Para
2014;3,8960494937101386;Terra Santa;1507979;Para
2015;4,551526868095413;Terra Santa;1507979;Para
2016;3,0414077436435676;Terra Santa;1507979;Para
2017;2,208719365312949;Terra Santa;1507979;Para
2018;1,4007140951082582;Terra Santa;1507979;Para
2019;4,561228768067837;Terra Santa;1507979;Para
2020;2,7868887989235844;Terra Santa;1507979;Para
2021;3,8933417262238796;Terra Santa;1507979;Para
2022;4,930948184146663;Terra Santa;1507979;Para
2023;5,573530432738586;Terra Santa;1507979;Para
2024;4,520062304466038;Terra Santa;1507979;Para
2007;2853,749300491421;Tome-Acu;1508001;Para
2008;36,04450309218238;Tome-Acu;1508001;Para
2009;13,78121079654646;Tome-Acu;1508001;Para
2010;35,883169512938636;Tome-Acu;1508001;Para
2011;6,250819042110349;Tome-Acu;1508001;Para
2012;1,0051136060498203;Tome-Acu;1508001;Para
2013;13,589660222985975;Tome-Acu;1508001;Para
2014;7,6540758147151;Tome-Acu;1508001;Para
2015;4,931591777814978;Tome-Acu;1508001;Para
2016;7,279505524836986;Tome-Acu;1508001;Para
2017;11,49174461026047;Tome-Acu;1508001;Para
2018;16,480499646768887;Tome-Acu;1508001;Para
2019;13,51624482010328;Tome-Acu;1508001;Para
2020;15,954683274807733;Tome-Acu;1508001;Para
2021;22,90450941879442;Tome-Acu;1508001;Para
2022;22,492798477196274;Tome-Acu;1508001;Para
2023;14,90296015277608;Tome-Acu;1508001;Para
2024;23,956959266130468;Tome-Acu;1508001;Para
2007;460,2107263864549;Tracuateua;1508035;Para
2008;1,9477192701293422;Tracuateua;1508035;Para
2009;4,234835178249675;Tracuateua;1508035;Para
2010;0,06301364954890125;Tracuateua;1508035;Para
2011;0,26176753775876466;Tracuateua;1508035;Para
2012;0;Tracuateua;1508035;Para
2013;0;Tracuateua;1508035;Para
2014;0,4585980713527954;Tracuateua;1508035;Para
2015;0,2606887208082138;Tracuateua;1508035;Para
2016;0;Tracuateua;1508035;Para
2017;0,41541594118801933;Tracuateua;1508035;Para
2018;0,19295848121434922;Tracuateua;1508035;Para
2019;0,3592952934722825;Tracuateua;1508035;Para
2020;0,07699291380594428;Tracuateua;1508035;Para
2021;0,2842444016413892;Tracuateua;1508035;Para
2022;0;Tracuateua;1508035;Para
2023;1,004569425114919;Tracuateua;1508035;Para
2024;0,09279270461671765;Tracuateua;1508035;Para
2007;987,6154969901639;Trairao;1508050;Para
2008;42,33415401860773;Trairao;1508050;Para
2009;36,93281855533066;Trairao;1508050;Para
2010;26,675826188065887;Trairao;1508050;Para
2011;49,63718527279562;Trairao;1508050;Para
2012;42,24735035944353;Trairao;1508050;Para
2013;42,52110461297115;Trairao;1508050;Para
2014;43,8527817820242;Trairao;1508050;Para
2015;24,86834016630434;Trairao;1508050;Para
2016;40,501596538620205;Trairao;1508050;Para
2017;81,24077452487005;Trairao;1508050;Para
2018;55,65099936460343;Trairao;1508050;Para
2019;111,91777504517813;Trairao;1508050;Para
2020;82,33122585900512;Trairao;1508050;Para
2021;120,39254909991116;Trairao;1508050;Para
2022;113,49908757511099;Trairao;1508050;Para
2023;26,938175013020288;Trairao;1508050;Para
2024;44,226097617329614;Trairao;1508050;Para
2007;2262,470834745713;Tucuma;1508084;Para
2008;9,83948801992863;Tucuma;1508084;Para
2009;2,578829266041902;Tucuma;1508084;Para
2010;2,3258699723410876;Tucuma;1508084;Para
2011;1,6512548298372864;Tucuma;1508084;Para
2012;0,9629932378941137;Tucuma;1508084;Para
2013;1,6080990726750528;Tucuma;1508084;Para
2014;2,706400583512412;Tucuma;1508084;Para
2015;4,196511838568409;Tucuma;1508084;Para
2016;2,8409118305007284;Tucuma;1508084;Para
2017;3,9104734304236564;Tucuma;1508084;Para
2018;1,8443915827459512;Tucuma;1508084;Para
2019;5,346042454498967;Tucuma;1508084;Para
2020;2,4448486927160915;Tucuma;1508084;Para
2021;0,8709953603310588;Tucuma;1508084;Para
2022;0,8638737672526301;Tucuma;1508084;Para
2023;3,9433798375217153;Tucuma;1508084;Para
2024;0,5025111849772027;Tucuma;1508084;Para
2007;684,3292857665591;Tucurui;1508100;Para
2008;26,81079109527313;Tucurui;1508100;Para
2009;2,0897953448391524;Tucurui;1508100;Para
2010;36,678775125586014;Tucurui;1508100;Para
2011;8,893719589525302;Tucurui;1508100;Para
2012;8,545351087523038;Tucurui;1508100;Para
