year;areakm;municipality;geocode_ibge;state
2013;0,8151173942634351;Tucurui;1508100;Para
2014;3,5311201043180818;Tucurui;1508100;Para
2015;23,21770838901972;Tucurui;1508100;Para
2016;9,077348205794653;Tucurui;1508100;Para
2017;7,134351991219871;Tucurui;1508100;Para
2018;16,20300198887599;Tucurui;1508100;Para
2019;8,206919525013292;Tucurui;1508100;Para
2020;8,641882136324243;Tucurui;1508100;Para
2021;14,400712681933738;Tucurui;1508100;Para
2022;7,319524862346885;Tucurui;1508100;Para
2023;10,816988789420025;Tucurui;1508100;Para
2024;8,562637203442238;Tucurui;1508100;Para
2007;3214,176028651959;Ulianopolis;1508126;Para
2008;135,78189469567383;Ulianopolis;1508126;Para
2009;43,50917976829179;Ulianopolis;1508126;Para
2010;19,224056409241403;Ulianopolis;1508126;Para
2011;22,876022354707608;Ulianopolis;1508126;Para
2012;30,67409982519688;Ulianopolis;1508126;Para
2013;11,118792880278734;Ulianopolis;1508126;Para
2014;2,9540926237766474;Ulianopolis;1508126;Para
2015;22,482671552884554;Ulianopolis;1508126;Para
2016;18,095884301169235;Ulianopolis;1508126;Para
2017;15,381902973604031;Ulianopolis;1508126;Para
2018;6,480239019836155;Ulianopolis;1508126;Para
2019;18,27884236318169;Ulianopolis;1508126;Para
2020;57,04497476108939;Ulianopolis;1508126;Para
2021;74,79258973833704;Ulianopolis;1508126;Para
2022;17,223858500301613;Ulianopolis;1508126;Para
2023;22,201677395090396;Ulianopolis;1508126;Para
2024;22,901212259929704;Ulianopolis;1508126;Para
2007;2822,8474041748914;Uruara;1508159;Para
2008;90,4371689935906;Uruara;1508159;Para
2009;99,08240448985894;Uruara;1508159;Para
2010;68,53765337623616;Uruara;1508159;Para
2011;38,309234912705136;Uruara;1508159;Para
2012;51,87749348833044;Uruara;1508159;Para
2013;47,298530569310905;Uruara;1508159;Para
2014;14,405553638372668;Uruara;1508159;Para
2015;52,97960512380153;Uruara;1508159;Para
2016;63,79783878806619;Uruara;1508159;Para
2017;88,57749610171018;Uruara;1508159;Para
2018;81,61813597438146;Uruara;1508159;Para
2019;154,04738002318587;Uruara;1508159;Para
2020;133,36914369481195;Uruara;1508159;Para
2021;139,61235372277088;Uruara;1508159;Para
2022;193,63436340065434;Uruara;1508159;Para
2023;103,64742950911956;Uruara;1508159;Para
2024;97,62428951118069;Uruara;1508159;Para
2007;220,13499569075304;Vigia;1508209;Para
2008;1,4574752581876085;Vigia;1508209;Para
2009;0,06047745840023425;Vigia;1508209;Para
2010;0,3203224145152372;Vigia;1508209;Para
2011;0,24121421973006438;Vigia;1508209;Para
2012;0,22877836701110846;Vigia;1508209;Para
2013;0,580458286583405;Vigia;1508209;Para
2014;0;Vigia;1508209;Para
2015;1,2743451593138957;Vigia;1508209;Para
2016;0,24243508987706344;Vigia;1508209;Para
2017;0,1669081061264312;Vigia;1508209;Para
2018;0,06435825355879715;Vigia;1508209;Para
2019;0,1910980893607907;Vigia;1508209;Para
2020;0,5440414931984731;Vigia;1508209;Para
2021;0,33424740639368844;Vigia;1508209;Para
2022;0,3782249779212046;Vigia;1508209;Para
2023;0;Vigia;1508209;Para
2024;0,22831197231914724;Vigia;1508209;Para
2007;3319,0667479458057;Viseu;1508308;Para
2008;14,949303247295779;Viseu;1508308;Para
2009;31,784860672578347;Viseu;1508308;Para
2010;14,882272755378974;Viseu;1508308;Para
2011;3,7023331747278907;Viseu;1508308;Para
2012;0,42533225221438686;Viseu;1508308;Para
2013;0,9089286530194379;Viseu;1508308;Para
2014;3,280140056578538;Viseu;1508308;Para
2015;4,108556077617748;Viseu;1508308;Para
2016;2,177205462476451;Viseu;1508308;Para
2017;11,04162590130007;Viseu;1508308;Para
2018;4,092602703707665;Viseu;1508308;Para
2019;8,460993940022805;Viseu;1508308;Para
2020;8,651952558283751;Viseu;1508308;Para
2021;3,9269187439250666;Viseu;1508308;Para
2022;1,3859968458129313;Viseu;1508308;Para
2023;6,057668456037959;Viseu;1508308;Para
2024;1,505039927686421;Viseu;1508308;Para
2007;1850,0348393831723;Vitoria do Xingu;1508357;Para
2008;10,513979360343862;Vitoria do Xingu;1508357;Para
2009;1,512757637500191;Vitoria do Xingu;1508357;Para
2010;9,484390270587916;Vitoria do Xingu;1508357;Para
2011;53,1241034802246;Vitoria do Xingu;1508357;Para
2012;5,097918880409194;Vitoria do Xingu;1508357;Para
2013;9,27471841342652;Vitoria do Xingu;1508357;Para
2014;16,914228521335392;Vitoria do Xingu;1508357;Para
2015;47,67614258064009;Vitoria do Xingu;1508357;Para
2016;10,653832257139342;Vitoria do Xingu;1508357;Para
2017;7,150568699527382;Vitoria do Xingu;1508357;Para
2018;4,263217194023093;Vitoria do Xingu;1508357;Para
2019;7,251037402289581;Vitoria do Xingu;1508357;Para
2020;8,436323986699897;Vitoria do Xingu;1508357;Para
2021;4,325976220528263;Vitoria do Xingu;1508357;Para
2022;3,2322989403346924;Vitoria do Xingu;1508357;Para
2023;2,3580555407613413;Vitoria do Xingu;1508357;Para
2024;1,0295229953697849;Vitoria do Xingu;1508357;Para
2007;3352,837088169996;Xinguara;1508407;Para
2008;4,739868503854932;Xinguara;1508407;Para
2009;4,40229158453402;Xinguara;1508407;Para
2010;3,6939595161411196;Xinguara;1508407;Para
2011;0,8304639140797512;Xinguara;1508407;Para
2012;1,4364035894231415;Xinguara;1508407;Para
2013;0,6359065044853999;Xinguara;1508407;Para
2014;2,2134665776965137;Xinguara;1508407;Para
2015;1,118562910974821;Xinguara;1508407;Para
2016;0,1786670074833508;Xinguara;1508407;Para
2017;1,3640389627949856;Xinguara;1508407;Para
2018;0,8904182750778771;Xinguara;1508407;Para
2019;1,3282127058046416;Xinguara;1508407;Para
2020;1,4553808177442087;Xinguara;1508407;Para
2021;0,8954315373103211;Xinguara;1508407;Para
2022;2,3938590172048433;Xinguara;1508407;Para
2023;1,0173701133274442;Xinguara;1508407;Para
2024;0,3296788029783116;Xinguara;1508407;Para
